start_station_name,member_casual,number_of_rides
Southport Ave & Roscoe St,member,12685
Southport Ave & Waveland Ave,casual,8339
Southport Ave & Waveland Ave,member,11635
Southport Ave & Wellington Ave,casual,5235
Southport Ave & Wellington Ave,member,8645
Southport Ave & Wrightwood Ave,casual,5827
Southport Ave & Wrightwood Ave,member,6846
Spaulding Ave & 16th St,casual,42
Spaulding Ave & 16th St,member,25
Spaulding Ave & 63rd St,casual,94
Spaulding Ave & 63rd St,member,82
Spaulding Ave & Armitage Ave,casual,2654
Spaulding Ave & Armitage Ave,member,3103
Spaulding Ave & Bryn Mawr Ave,casual,7
Spaulding Ave & Bryn Mawr Ave,member,10
Spaulding Ave & Division St,casual,1195
Spaulding Ave & Division St,member,1704
Spaulding Ave & Evergreen Ave,casual,22
Spaulding Ave & Evergreen Ave,member,34
Spaulding Ave & Foster Ave,casual,4
Spaulding Ave & Foster Ave,member,1
Spaulding Ave & North Ave,casual,17
Spaulding Ave & North Ave,member,22
Springfield Ave & 47th St,casual,76
Springfield Ave & 47th St,member,57
Springfield Ave & 63rd St,casual,20
Springfield Ave & 63rd St,member,5
St Louis Ave & 59th St,casual,201
St Louis Ave & 59th St,member,72
St Louis Ave & Berteau Ave,casual,8
St Louis Ave & Berteau Ave,member,1
St Louis Ave & Norman Bobbins Ave,casual,167
St Louis Ave & Norman Bobbins Ave,member,37
St. Clair St & Erie St,casual,8692
St. Clair St & Erie St,member,17235
St. Louis Ave & Balmoral Ave,casual,449
St. Louis Ave & Balmoral Ave,member,636
St. Louis Ave & Fullerton Ave,casual,1638
St. Louis Ave & Fullerton Ave,member,2263
State St & 123rd St,casual,95
State St & 123rd St,member,1
State St & 19th St,casual,1362
State St & 19th St,member,1586
State St & 29th St,casual,360
State St & 29th St,member,904
State St & 33rd St,casual,1558
State St & 33rd St,member,13838
State St & 35th St,casual,1081
State St & 35th St,member,4304
State St & 47th st,casual,3
State St & 47th st,member,2
State St & 54th St,casual,131
State St & 54th St,member,141
State St & 76th St,casual,81
State St & 76th St,member,28
State St & 79th St,casual,403
State St & 79th St,member,214
State St & 95th St,casual,521
State St & 95th St,member,341
State St & Chicago Ave,casual,7958
State St & Chicago Ave,member,16210
State St & Harrison St,casual,4064
State St & Harrison St,member,3897
State St & Kinzie St,casual,6010
State St & Kinzie St,member,10454
State St & Pearson St,casual,2591
State St & Pearson St,member,5886
State St & Pershing Rd,casual,109
State St & Pershing Rd,member,126
State St & Randolph St,casual,7949
State St & Randolph St,member,11316
State St & Van Buren St,casual,3740
State St & Van Buren St,member,6270
Stave St & Armitage Ave,casual,2136
Stave St & Armitage Ave,member,3009
Steelworkers Park,casual,19
Steelworkers Park,member,8
Stetson Ave & South Water St,casual,4774
Stetson Ave & South Water St,member,7666
Stewart Ave & 123rd St,casual,3
Stewart Ave & 63rd St,casual,124
Stewart Ave & 63rd St,member,53
Stewart Ave & 83rd St,casual,140
Stewart Ave & 83rd St,member,76
Stockton Dr & Wrightwood Ave,casual,7043
Stockton Dr & Wrightwood Ave,member,10086
Stony Is Ave & 73rd St,casual,1
Stony Is Ave & 73rd St,member,8
Stony Island & 95th St,casual,1
Stony Island Ave & 63rd St,casual,21
Stony Island Ave & 63rd St,member,25
Stony Island Ave & 64th St,casual,320
Stony Island Ave & 64th St,member,188
Stony Island Ave & 67th St,casual,349
Stony Island Ave & 67th St,member,146
Stony Island Ave & 71st St,casual,329
Stony Island Ave & 71st St,member,111
Stony Island Ave & 75th St,casual,192
Stony Island Ave & 75th St,member,211
Stony Island Ave & 82nd St,casual,87
Stony Island Ave & 82nd St,member,124
Stony Island Ave & 86th St,casual,6
Stony Island Ave & 86th St,member,1
Stony Island Ave & 90th St,casual,107
Stony Island Ave & 90th St,member,39
Stony Island Ave & South Chicago Ave,casual,82
Stony Island Ave & South Chicago Ave,member,54
Streeter Dr & Grand Ave,casual,60060
Streeter Dr & Grand Ave,member,18301
Strohacker Park,casual,8
Summit Ave & 86th St,casual,55
Summit Ave & 86th St,member,130
Talman Ave & 51st St - midblock,casual,15
Talman Ave & 51st St - midblock,member,39
Talman Ave & Addison St,casual,1516
Talman Ave & Addison St,member,2327
Theater on the Lake,casual,19715
Theater on the Lake,member,15675
Throop St & 52nd St,casual,69
Throop St & 52nd St,member,45
Throop St & 58th St,casual,6
Throop St & Taylor St,casual,1741
Throop St & Taylor St,member,6684
Torrence Ave  & 106th St,casual,5
Torrence Ave  & 106th St,member,1
Torrence Ave & 103rd St,casual,1
Torrence Ave & 106th St,casual,107
Torrence Ave & 106th St,member,42
Torrence Ave & 126th Pl,casual,87
Torrence Ave & 126th Pl,member,5
Tripp Ave & 15th St,casual,26
Tripp Ave & 15th St,member,12
Tripp Ave & 31st St,casual,87
Tripp Ave & 31st St,member,29
Tripp Ave & 65th St,casual,168
Tripp Ave & 65th St,member,12
Troy & 111th St,member,1
Troy Ave & 27th St,casual,49
Troy Ave & 27th St,member,8
Troy St & Elston Ave,casual,1093
Troy St & Elston Ave,member,1463
Troy St & Grace St,casual,703
Troy St & Grace St,member,559
Troy St & Jackson Blvd,casual,66
Troy St & Jackson Blvd,member,20
Troy St & North Ave,casual,1758
Troy St & North Ave,member,2015
Trumbull Ave & 111th St,casual,12
Tuley (Murray) Park,casual,1
Tuley (Murray) Park,member,1
Union Ave & Root St,casual,275
Union Ave & Root St,member,169
University Ave & 57th St,casual,6340
University Ave & 57th St,member,21558
University Library (NU),casual,1491
University Library (NU),member,1778
Valli Produce - Evanston Plaza,casual,417
Valli Produce - Evanston Plaza,member,428
Vernon Ave & 107th St,casual,111
Vernon Ave & 107th St,member,21
Vernon Ave & 75th St,casual,84
Vernon Ave & 75th St,member,92
Vernon Ave & 79th St,casual,142
Vernon Ave & 79th St,member,41
Vincennes Ave & 104th St,casual,64
Vincennes Ave & 104th St,member,83
Vincennes Ave & 75th St,casual,82
Vincennes Ave & 75th St,member,12
Vincennes Ave & 87th St,casual,2
Vincennes Ave & 95th Pl,casual,1
Vincennes Ave & 99th St,casual,2
Vincennes Ave & 99th St,member,1
Virginia Ave & Catalpa Ave,casual,138
Virginia Ave & Catalpa Ave,member,120
W 103rd St & S Avers Ave,casual,111
W 103rd St & S Avers Ave,member,8
W Armitage Ave & N Sheffield Ave,casual,1244
W Armitage Ave & N Sheffield Ave,member,1786
W Oakdale Ave & N Broadway,casual,1646
W Oakdale Ave & N Broadway,member,1835
W Washington Blvd & N Peoria St,casual,354
W Washington Blvd & N Peoria St,member,555
WEST CHI-WATSON,casual,4
WEST CHI-WATSON,member,1
Wabash Ave & 16th St,casual,3412
Wabash Ave & 16th St,member,5585
Wabash Ave & 83rd St,casual,58
Wabash Ave & 83rd St,member,24
Wabash Ave & 87th St,casual,277
Wabash Ave & 87th St,member,226
Wabash Ave & 9th St,casual,6464
Wabash Ave & 9th St,member,8851
Wabash Ave & Adams St,casual,4392
Wabash Ave & Adams St,member,5958
Wabash Ave & Cermak Rd,casual,1965
Wabash Ave & Cermak Rd,member,1877
Wabash Ave & Grand Ave,casual,12037
Wabash Ave & Grand Ave,member,16333
Wabash Ave & Roosevelt Rd,casual,8807
Wabash Ave & Roosevelt Rd,member,13601
Wabash Ave & Wacker Pl,casual,7282
Wabash Ave & Wacker Pl,member,6286
Wacker Dr & Washington St,casual,2827
Wacker Dr & Washington St,member,7482
Walden Pkwy & 100th St,casual,273
Walden Pkwy & 100th St,member,88
Walden Pkwy & 103rd St,casual,70
Walden Pkwy & 103rd St,member,22
Walden Pkwy & 99th St,casual,18
Walden Pkwy & 99th St,member,5
Wallace St & 112 St,casual,2
Wallace St & 112 St,member,2
Wallace St & 35th St,casual,760
Wallace St & 35th St,member,1328
Waller Ave & Chicago Ave,casual,4
Waller Ave & Chicago Ave,member,4
Walsh Park,casual,3162
Walsh Park,member,5352
Warren Park East,casual,446
Warren Park East,member,716
Warren Park West,casual,533
Warren Park West,member,807
Washtenaw Ave & 63rd St,casual,11
Washtenaw Ave & 63rd St,member,4
Washtenaw Ave & Lawrence Ave,casual,1181
Washtenaw Ave & Lawrence Ave,member,2217
Washtenaw Ave & Madison St,casual,99
Washtenaw Ave & Madison St,member,67
Washtenaw Ave & Ogden Ave,casual,418
Washtenaw Ave & Ogden Ave,member,481
Washtenaw Ave & Peterson Ave,casual,198
Washtenaw Ave & Peterson Ave,member,160
Washtenaw Ave & Polk St,casual,294
Washtenaw Ave & Polk St,member,435
Washtenaw Ave & Superior St,casual,130
Washtenaw Ave & Superior St,member,95
Wells St & 19th St,casual,1437
Wells St & 19th St,member,921
Wells St & Concord Ln,casual,17040
Wells St & Concord Ln,member,22547
Wells St & Elm St,casual,12935
Wells St & Elm St,member,20152
Wells St & Evergreen Ave,casual,9924
Wells St & Evergreen Ave,member,11342
Wells St & Hubbard St,casual,9203
Wells St & Hubbard St,member,16438
Wells St & Huron St,casual,10228
Wells St & Huron St,member,17409
Wells St & Institute Pl,casual,389
Wells St & Institute Pl,member,1087
Wells St & Polk St,casual,3826
Wells St & Polk St,member,7237
Wells St & Walton St,casual,3814
Wells St & Walton St,member,7311
Wentworth Ave & 103rd St,casual,8
Wentworth Ave & 103rd St,member,1
Wentworth Ave & 104th St,casual,33
Wentworth Ave & 104th St,member,5
Wentworth Ave & 24th St,casual,18
Wentworth Ave & 24th St,member,32
Wentworth Ave & 24th St (Temp),casual,918
Wentworth Ave & 24th St (Temp),member,1295
Wentworth Ave & 33rd St,casual,976
Wentworth Ave & 33rd St,member,2535
Wentworth Ave & 35th St,casual,1152
Wentworth Ave & 35th St,member,1158
Wentworth Ave & 63rd St,casual,401
Wentworth Ave & 63rd St,member,179
Wentworth Ave & 79th St,casual,1
Wentworth Ave & 79th St,member,1
Wentworth Ave & Cermak Rd,casual,5307
Wentworth Ave & Cermak Rd,member,5061
Wentworth Ave & Cermak Rd*,casual,86
Wentworth Ave & Cermak Rd*,member,108
West Chatham Park,casual,1
West Lawn Park,casual,4
WestChi,casual,5
WestChi,member,2
Western & 28th - Velasquez Institute Vaccination Site,casual,84
Western & 28th - Velasquez Institute Vaccination Site,member,125
Western Ave & 100th St,casual,29
Western Ave & 100th St,member,3
Western Ave & 104th St,casual,236
Western Ave & 104th St,member,70
Western Ave & 104th St - East,casual,12
Western Ave & 104th St - East,member,5
Western Ave & 105th St,casual,14
Western Ave & 105th St,member,6
Western Ave & 106th St - East,casual,29
Western Ave & 106th St - West,casual,1
Western Ave & 111th St,casual,285
Western Ave & 111th St,member,119
Western Ave & 111th St - NW,casual,23
Western Ave & 111th St - NW,member,3
Western Ave & 111th St - SE,casual,15
Western Ave & 111th St - SW,casual,5
Western Ave & 111th St - SW,member,3
Western Ave & 116th St,member,6
Western Ave & 118th St,casual,19
Western Ave & 21st St,casual,656
Western Ave & 21st St,member,984
Western Ave & 24th St,casual,332
Western Ave & 24th St,member,646
Western Ave & 28th St,casual,28
Western Ave & 28th St,member,33
Western Ave & 62nd St,casual,21
Western Ave & 62nd St,member,23
Western Ave & 79th St,casual,26
Western Ave & 79th St,member,53
Western Ave & 92nd Pl,casual,51
Western Ave & 92nd Pl,member,9
Western Ave & Ardmore Ave,casual,142
Western Ave & Ardmore Ave,member,96
Western Ave & Berteau Ave,casual,451
Western Ave & Berteau Ave,member,394
Western Ave & Congress Pkwy,casual,985
Western Ave & Congress Pkwy,member,3001
Western Ave & Division St,casual,2771
Western Ave & Division St,member,3426
Western Ave & Fillmore St,casual,1071
Western Ave & Fillmore St,member,5009
Western Ave & Grace St,casual,735
Western Ave & Grace St,member,871
Western Ave & Granville Ave,casual,582
Western Ave & Granville Ave,member,917
Western Ave & Gunnison St,casual,497
Western Ave & Gunnison St,member,437
Western Ave & Howard St,casual,490
Western Ave & Howard St,member,884
Western Ave & Jarvis Ave,casual,23
Western Ave & Jarvis Ave,member,29
Western Ave & Lake St,casual,94
Western Ave & Lake St,member,67
Western Ave & Leland Ave,casual,2938
Western Ave & Leland Ave,member,5730
Western Ave & Lunt Ave,casual,630
Western Ave & Lunt Ave,member,1040
Western Ave & Monroe St,casual,838
Western Ave & Monroe St,member,1688
Western Ave & Roscoe St,casual,1467
Western Ave & Roscoe St,member,2606
Western Ave & Walton St,casual,3617
Western Ave & Walton St,member,4731
Western Ave & Winnebago Ave,casual,4855
Western Ave & Winnebago Ave,member,6722
Western Blvd & 48th Pl,casual,334
Western Blvd & 48th Pl,member,134
Western Blvd & 49th St,casual,128
Western Blvd & 49th St,member,63
Western Blvd & 53rd St,casual,1
Whippie St & 26th St,member,1
Whipple St & Roosevelt Rd,casual,40
Whipple St & Roosevelt Rd,member,7
Whipple/Irving Park,casual,377
Whipple/Irving Park,member,274
Wilton Ave & Belmont Ave,casual,12180
Wilton Ave & Belmont Ave,member,16480
Wilton Ave & Diversey Pkwy,casual,7150
Wilton Ave & Diversey Pkwy,member,11360
Wilton Ave & Diversey Pkwy*,casual,1300
Wilton Ave & Diversey Pkwy*,member,1912
Winchester (Ravenswood) Ave & Balmoral Ave,casual,746
Winchester (Ravenswood) Ave & Balmoral Ave,member,1660
Winchester Ave & 87th St,casual,10
Winchester Ave & Elston Ave,casual,1465
Winchester Ave & Elston Ave,member,2618
Winthrop Ave & Lawrence Ave,casual,2779
Winthrop Ave & Lawrence Ave,member,4342
Wolcott (Ravenswood) Ave & Montrose Ave,casual,2528
Wolcott (Ravenswood) Ave & Montrose Ave,member,3689
Wolcott Ave & 61st St,member,1
Wolcott Ave & Fargo Ave,casual,292
Wolcott Ave & Fargo Ave,member,332
Wolcott Ave & Polk St,casual,1442
Wolcott Ave & Polk St,member,10183
Wood St & 103rd St,casual,28
Wood St & 103rd St,member,6
Wood St & 35th St,casual,363
Wood St & 35th St,member,736
Wood St & 47th St,casual,30
Wood St & 47th St,member,25
Wood St & Augusta Blvd,casual,2209
Wood St & Augusta Blvd,member,4268
Wood St & Chicago Ave,casual,2713
Wood St & Chicago Ave,member,5141
Wood St & Hubbard St,casual,1738
Wood St & Hubbard St,member,3035
Wood St & Milwaukee Ave,casual,6187
Wood St & Milwaukee Ave,member,9443
Wood St & Taylor St (Temp),casual,973
Wood St & Taylor St (Temp),member,5753
Wood St & Webster Ave,casual,732
Wood St & Webster Ave,member,945
Woodlawn & 103rd - Olive Harvey Vaccination Site,casual,61
Woodlawn & 103rd - Olive Harvey Vaccination Site,member,27
Woodlawn Ave & 55th St,casual,2832
Woodlawn Ave & 55th St,member,6868
Woodlawn Ave & 75th St,casual,72
Woodlawn Ave & 75th St,member,33
Woodlawn Ave & Lake Park Ave,casual,533
Woodlawn Ave & Lake Park Ave,member,994
Yale Ave & 119th St,casual,3
Yates Blvd & 75th St,casual,190
Yates Blvd & 75th St,member,96
Yates Blvd & 93rd St,casual,43
Yates Blvd & 93rd St,member,43
Yates Blvd & Exchange Ave,casual,11
Yates Blvd & Exchange Ave,member,8
Zapata Academy,casual,3
